sep=,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.024,1.0597,-1.5517,-2.3831,-21.142,-6.1128,-2.6186,-1.6491,-1.5766,0.11762,-2.9961,-0.07796,-0.1472,0.16965,1.7373,0.21394,0.15648,-40.779,-65.438,47.975,19.818,-6.8149,-0.66267,-0.40002,-2.0874,-2.2501,13.426,6.518,-2.6373,-0.10368,-0.88,-0.0023019,-0.10353,-5.605,0.12492,0.24615,0,0.0055055,-4.25e-07,4.77e-07,0.31795,0.0030262,0.0031842,-3.354,5.0107,0.71149,0,0.0046107,0,0,0.39856,0.06958,0.13918,-6.6416,0.3921,7.3027,0,0.0050509,1.55e-07,1.47e-07,0.40946,0.56995,0.56541,-0.17917,0.033316,0.019526,0,-1.0027e-05,-4.2e-08,9.6e-08,0.012053,0.00028083,0.0020196
-1.3298,6.0105,1.7685,-54.902,35.245,-11.853,-11.637,-3.2355,-4.3255,1.5931,161.43,2.9597,3.4464,2.9382,201.25,0.88502,-0.76214,-53.5,139.42,1.9541,-57.864,-13.144,-2.6638,1.8517,-4.6171,-4.5932,18.06,5.0661,-5.2806,-0.19697,-3.4616,-0.034745,-0.21854,-13.512,0.94739,1.9028,0,0.018664,-5.6783e-05,1.5341e-05,2.4778,0.018157,0.016229,-5.8426,14.6,5.4468,0,0.016075,0,0,2.8562,0.063146,0.047324,-12.645,0.033663,2.5904,0,0.00012339,2.4001e-08,3.1001e-08,0.19218,0.80737,0.23212,-0.3886,0.076112,0.025448,0,-2.188e-05,6.1e-08,8.6e-08,0.018923,0.00093084,0.0022042
-37.387,230.97,116.66,204.5,90.625,-0.46794,78.949,60.313,2.7477,-27.275,-2.9666,-69.479,-36.376,64.263,205.52,55.33,85.811,1.1942,1.1754,0.19264,2.0327,-0.011819,-0.0021855,33.062,10.664,-1.1077,0.063431,0.035525,-0.0049046,-16.927,-0.42934,7.0407,6.162,-15.828,10.311,8.9348,0,0.41392,-0.00013684,2.4298e-05,3.1081,0.51102,0.62237,-20.168,0.052406,0.81438,0,0.0022624,0,0,0.029703,0.036894,0.014372,-0.45669,0.0046608,0.034444,0,1.64e-05,1.0004e-09,-1.9999e-08,0.0026346,0.004935,0.0064581,-1.2047,8.4172,1.5709,0,0.0062472,-2.3999e-08,-8.9997e-09,2.7005,0.086464,0.35372
0.35127,-0.81227,0.47647,-5.1745,-84.491,-3.6348,-2.1907,-3.0488,-2.6976,0.60254,-20.405,0.49577,0.18091,0.38085,-0.44786,0.72673,0.12682,-327.67,-1.2232,97.474,-131.04,-91.896,-9.0049,-0.30427,-1.2329,-1.5536,56.735,18.254,-32.023,-0.012211,0.3071,0.0071548,0.11965,-6.0467,0.52177,0.6113,0,0.026313,-2.33e-06,1.752e-06,0.62141,0.012708,0.012246,-2.5077,14.758,3.662,0,-0.017919,0,0,2.0388,0.86136,2.0316,-36.139,1.0681,13.781,0,0.010282,1.3999e-08,3.5999e-08,1.6907,2.5495,2.2632,-0.24878,0.251,0.039016,0,-3.5869e-05,4.8e-08,7.7999e-08,0.049606,0.00082505,0.0093611
1.5362,4.7147,2.832,-17.657,-31.116,-0.50727,-6.4867,-0.82432,-1.2568,1.3518,29.519,-0.051859,-0.20804,2.1291,92.542,3.182,2.6954,-92.422,67.834,60.905,-94.163,-44.138,-48.551,1.059,-1.0331,-1.3717,35.953,31.799,-46.405,-0.66597,0.10576,0.21919,0.015067,-5.6853,0.53971,1.094,0,0.025302,-1.667e-05,4.26e-06,1.4435,0.016622,0.022048,-3.3272,4.0333,2.7937,0,0.0030788,0,0,10.379,1.173,0.65049,-41.349,0.41326,2.6225,0,0.00085894,-1.7e-07,-1.9e-07,5.1411,19.734,0.53091,-0.21875,0.24938,0.026393,0,0.00022512,-3.0001e-08,1.8e-07,0.092258,0.0031706,0.019248
-7.8779,49.258,26.031,60.31,-141.14,-9.9401,-142.76,-44.125,50.935,-38.982,-1.6183,-8.4559,-2.0716,13.613,31.838,6.9791,14.989,-2.9941,0.56738,1.6785,1.2475,-0.31863,-0.036645,3.8358,3.8293,32.174,0.7014,0.31056,-0.099333,-1.2532,-2.4703,0.84602,18.243,-48.582,16.158,12.274,0,0.69524,-0.00010596,2.009e-05,5.1839,0.24053,0.33528,-1.685,0.23531,0.16025,0,0.00042598,0,0,0.046717,0.014009,0.016306,-2.6615,0.020087,0.26547,0,0.00025683,9.9988e-09,1.9999e-08,0.026529,0.032655,0.0314,-2.2492,17.556,0.37588,0,-9.558e-05,2.9999e-08,9.9988e-09,2.0431,0.047118,0.31832
113.15,175.19,167.28,161.59,-45.531,-5.0699,74.711,88.285,-20.493,79.276,14.274,1.9829,1.6549,149.14,206.78,210.99,198.67,-0.93551,4.2499,1.608,1.7867,-0.79938,-0.80543,50.381,20.361,-1.4447,0.77503,0.81847,-0.73539,-32.73,-0.068715,15.744,7.791,-27.05,16.411,14.932,0,0.72064,-0.00019325,5.967e-05,5.2639,0.66425,0.92184,-31.757,0.12973,0.52367,0,0.0022506,0,0,0.3657,0.099541,0.025127,-0.78664,0.01111,0.070011,0,1.413e-05,0,0,0.1294,0.49593,0.02423,-2.2822,13.761,1.2485,0,0.014101,0,1e-08,5.2673,0.18857,1.2815
1.6611,-39.065,-182.83,232.31,-195.91,3.1597,-464.43,-325.88,40.584,-131.99,-1.3028,3.9207,3.8605,4.6108,-59.036,6.4787,2.9668,-13.552,3.3835,2.1689,-0.95414,-1.6547,-0.16683,1.6763,12.647,52.962,1.1455,-0.29008,-0.42506,-0.0079711,-0.94422,0.039401,19.712,-69.815,22.307,20.36,0,1.1681,0.00015922,2.039e-05,10.414,0.46012,0.58519,-1.9212,0.7287,0.2206,0,-0.0011542,0,0,0.12213,0.053148,0.11995,-2.6416,0.039937,0.51401,0,0.00021771,0,0,0.05619,0.12794,0.11541,-1.7908,16.175,0.35454,0,0.00034084,-9.9988e-09,0,3.092,0.031216,0.5131
-12.994,-76.281,-149.44,316.02,-152.76,-1.4211,-312.51,-292.48,24.064,-193.64,4.2788,-8.576,-9.5591,4.3627,-93.643,-2.8919,0.82922,-8.1623,6.9221,0.24712,-1.1931,-0.41762,-0.03735,1.7178,10.493,98.054,0.54783,-0.27726,-0.10153,-0.24614,-0.69764,0.15611,15.746,-79.16,27.255,27.607,0,1.8952,-0.0007015,2.822e-05,11.735,0.55313,0.69439,-1.6109,0.4169,0.17152,0,2.623e-05,0,0,0.073751,0.037234,0.080213,-1.4715,0.038378,0.10085,0,5.885e-05,0,0,0.025877,0.076722,0.073529,-1.8878,11.987,0.34757,0,0.0018132,0,1.0002e-08,2.4293,0.066558,0.77819
-160.86,-72.128,-28.968,-77.092,-140.69,0.7271,-2.2645,-133.9,21.721,11.828,-72.756,-91.992,-345.01,-187.96,-34.771,86.012,-233.25,24.373,72.855,4.2784,75.112,-1.0274,-0.10969,50.599,26.864,-0.11815,5.2374,0.10246,-0.20352,-7.0424,0.096283,6.6414,11.819,-78.96,29.832,20.1,0,0.88663,0.00021551,4.467e-05,11.083,1.5471,1.7217,-5.471,1.5887,0.88186,0,0.0024448,0,0,0.48244,0.22961,0.28149,-1.5924,0.13534,0.76509,0,0.00042028,1.0002e-08,0,0.10195,0.19986,0.1829,-5.9133,16.327,1.4551,0,0.014399,0,0,4.792,0.063286,0.22494
-171.15,-17.29,-112.39,-169.23,-204.09,-1.1659,6.7706,11.382,-97.09,-0.69309,-27.713,-144.23,-158.53,21.062,-77.018,-80.73,-54.633,-58.243,388.46,15.811,322.52,-1.3498,-0.16995,69.885,6.8053,-5.0101,20.375,2.1715,-0.22539,-11.58,-3.3974,3.5571,6.6516,-74.756,22.357,23.853,0,0.74232,-0.0001595,3.122e-05,20.678,0.97481,1.0983,-15.117,7.8351,3.9999,0,0.031433,0,0,1.9386,0.453,0.80294,-7.1231,0.35972,3.4141,0,0.0012812,0,0,0.38638,0.61906,0.50572,-2.7909,4.3845,1.7945,0,0.012265,2e-08,0,2.9903,0.1548,0.82505
-88.034,246.24,-51.576,1.2305,-183.12,-17.447,-10.417,79.586,-40.408,53.937,-14.93,-68.672,-73.389,55.194,248.78,-33.324,8.4622,276.74,427.71,5.3796,579.46,-0.042836,0.084223,74.139,2.7832,-12.983,11.004,2.7374,-0.06782,-1.1715,-5.0869,1.1182,9.6139,-87.402,20.787,26.711,0,0.35806,-0.00037512,3.571e-05,27.683,0.78133,0.88551,-5.3623,6.7246,3.262,0,0.032475,0,0,1.7692,0.09398,0.13642,-6.2329,0.24355,2.8384,0,0.0021648,2e-08,0,0.44845,0.22771,0.11671,-3.1345,5.1005,1.1397,0,0.011585,-9.9988e-09,9.9988e-09,2.6807,0.16353,1.195
-3.3001,-16.238,133.33,-50.564,-310.03,-0.50947,-39.25,-94.457,62.454,25.534,12.918,-1.3682,-1.4611,1.2289,21.833,0.45252,-0.68098,-15.069,18.169,0.78305,15.85,-0.62437,0.067421,2.2647,15.32,99.866,1.6834,0.01928,-0.22819,-0.6814,-0.49794,0.11306,24.667,-105.91,23.133,42.265,0,2.3219,-0.00066117,-2.142e-05,16.962,0.81004,0.96866,-1.5979,0.90273,0.3775,0,0.0020859,0,0,0.19669,0.037901,0.082052,-1.4801,0.069704,0.26644,0,0.0002907,0,0,0.089452,0.15452,0.12045,-7.9485,25.448,0.49002,0,0.0012167,0,0,4.3409,0.071063,0.59042
